	make	model	ramat_gimur	fieldyear	fielddoors	fieldsitting	fieldprice	fieldgroupy	fieldcontinous_value	fieldguarantee	fieldchassis	fieldlaunch	fieldignition	fieldgearbox	fieldgear	fieldengine	fieldpiston	fieldcapacity	fieldpower	fieldloops	fieldmoment	fieldloopmoment	fieldattitude	fielddifferential	fieldpulling	fieldacceleration	fieldspeed	fieldurban_consumption	fieldintercity_consumption	fieldconsumption	fieldelectricity_use	fieldbattery_capacity	fieldelectric_range	fieldhome_charging_time	fieldfast_charging_time	fieldpollution	fieldbreaking	fieldbrake	fieldairbag	fieldstability	fieldcenairbag	fieldizofix	fieldpressure_sensor	fieldbelt_warning	fieldautonomous_braking	fieldpedestrian_identification	fieldtwo_wheeler_identification	fieldadaptive_cruise_control	fieldlane_assist	fieldblind_spot	fieldrear_traffic	fieldrear_traffic_braking	fieldalert_fatigue	fieldhigh_beam_assist	fieldtraffic_sign_recognition	fieldcrossing_warning_open_door	fieldchild_rear_seat	fieldadditional_safety_equipment	fieldlength	fieldwidth	fieldheight	fieldwheel	fieldcargo	fieldchaircargo	fieldselfweight	fieldtowing_without_brakes	fieldtowing_with_brakes	fieldtire	fieldfuel	fieldbelly	fieldcapproach	fieldcabandonment	fieldaudio	fieldbluetooth	fielddisc_changer	fieldtouch_screen	fieldscreen_size	fieldgps	fieldaudio_connections	fieldconnectivity	fieldwireless_charging	fieldseat_screens	fieldwindows	fieldairconditioning	fieldsunroof	fieldhook	fieldrowing	fieldupholstery	fieldautochair	fieldhotchair	fieldmassage_seats	fieldlight	fieldfog	fieldrain	fielddark	fieldparking_sensors	fieldparking_camers	fieldautomatic_parking	fieldcomputer	fielddigital_cluster	fieldhead_up_display	fieldwithout_key	fieldfolding_mirrors	fieldinside_mirror	fieldleather	fieldheated_steering_wheel	fieldpaddle_shifters	fielddriving_mode	fieldstop_start	fieldelectric_handbrake	fieldambient_light	fieldhill_assist	fieldsuspension_dampers	fieldelectric_tailgate	fieldmore_equ	fieldprice_equ
612	קיה	פורטה		2016	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	10	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	610	1100	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
613	קיה	פורטה		2016	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	10	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	610	1100	205/55R16	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
614	קיה	פורטה		2015	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	10	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	0.0	750	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
615	קיה	פורטה		2014	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	7	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	0.0	750	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
616	קיה	פורטה		2015	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	10	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	0.0	750	205/55R16	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
617	קיה	פורטה		2013	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	7	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	0.0	750	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
618	קיה	פורטה		2018	4	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו דיזל	4	1582	136	4000	30	1750				10.8	196	18.2	25	21.7	--	--	--	--	--	4	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1385	610	1100	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
619	קיה	פורטה		2018	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	11	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	610	1100	205/55R16	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
620	קיה	פורטה		2016	4	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו דיזל	4	1582	136	4000	30	1750				10.8	196	18.2	25	21.7	--	--	--	--	--	4	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1385	610	1100	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
621	קיה	פורטה		2018	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	11	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	610	1100	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
622	קיה	פורטה		2014	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	7	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	0.0	750	205/55R16	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
623	קיה	פורטה		2017	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	11	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	610	1100	205/55R16	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
624	קיה	פורטה		2017	4	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו דיזל	4	1582	136	4000	30	1750				10.8	196	18.2	25	21.7	--	--	--	--	--	4	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1385	610	1100	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
625	קיה	פורטה		2017	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	11	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	610	1100	195/65R15	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל + פתחי אוורור מאחור	אין	אין	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
626	קיה	פורטה		2013	4	5	--	3	--	--		2012	קדמית	אוטומטית	6	בנזין	4	1591	130	6300	16	4850				11.5	195	10.5	17.8	14.2	--	--	--	--	--	7	אין ציון	ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	456.0	178.0	144.5	270.0	482	--	1285	0.0	750	205/55R16	50				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
627	קיה	סלטוס	Plus	2022	5	5	145,900	3	3619	שלוש שנים	אחודה	2019	קדמית	אוטומטית - רציפה	--	בנזין	4	1999	149	6200	18.3	4500	אין	אין	אין	9.6	190	12.3	14.0	13.1	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	אין	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	יש	--	437.0	180.0	163.0	263.0	468	1428	1337	0.0	0.0	215/55R17	50	18.5	0.0	0.0	מקורית + שליטה מההגה	יש	אין	יש	10.25	יש	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד משולב עור	אין	מלפנים	אין	רגילים	יש	אין	יש	אחוריים	אחורית	אין	יש	יש	אין	כניסה + הנעה	יש	אין	יש	אין	אין	יש	יש	יש + Auto Hold	אין	יש	רגילים	אין	הנעה בשלט רחוק	צביעה דו-גוונית
628	קיה	סלטוס		2022	5	5	144,900	3	3594	שלוש שנים	אחודה	2019	קדמית	אוטומטית - רציפה	--	בנזין	4	1999	149	6200	18.3	4500	אין	אין	אין	9.6	190	12.3	14.0	13.1	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	אין	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	יש	--	437.0	180.0	163.0	263.0	468	1428	1337	0.0	0.0	215/55R17	50	18.5	0.0	0.0	מקורית + שליטה מההגה	יש	אין	יש	10.25	יש	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	יש	בד משולב עור	אין	מלפנים	אין	רגילים	יש	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	יש	יש	יש + Auto Hold	אין	יש	רגילים	אין	הנעה בשלט רחוק	צביעה דו-גוונית
629	קיה	סלטוס	Urban	2022	5	5	138,900	3	3445	שלוש שנים	אחודה	2019	קדמית	אוטומטית - רציפה	--	בנזין	4	1999	149	6200	18.3	4500	אין	אין	אין	9.6	190	12.3	14.0	13.1	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	6	יש	אין	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	יש	--	437.0	180.0	163.0	263.0	468	1428	1337	0.0	0.0	215/55R17	50	18.5	0.0	0.0	מקורית + שליטה מההגה	יש	אין	יש	8	יש	USB	Android Auto + Apple CarPlay	אין	אין	4	מזגן רגיל	אין	יש	יש	בד	אין	מלפנים	אין	רגילים	יש	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	יש	יש	אין	אין	יש	רגילים	אין	צביעה דו-גוונית	--
630	קיה	קרניבל	Premium	2022	5	7	283,900	6	7041	שלוש שנים		2020	קדמית	אוטומטית - טיפטרוניק	8	טורבו דיזל	4	2151	201	3800	45.0	1750				10.7	202	--	--	13.5	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	יש	יש	היגוי אקטיבי	היגוי אקטיבי	יש	יש	יש	יש	אין	יש	יש	"זיהוי תנועה חוצה בצומת, בלימה משנית לאחר תאונה, הצגת ""שטח מת"" בלוח המחוונים"	515.5	199.5	177.5	309.0	627	2905	2084	0.0	0.0	235/55R19	72				מקורית + שליטה מההגה	יש	אין	יש	12.3	יש	USB	Android Auto + Apple CarPlay	יש	אין	4	בקרת אקלים + פתחי איוורור מאחור	יש	יש	כולל שמירת מרחק	עור	יש  - כוונון מלא	אין	אין	LED	יש	אין	יש	אחוריים + קדמיים	היקפיות + מבט על	אין	יש	יש	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	יש	יש	אין	יש + Auto Hold	אין	אין	רגילים	יש - ללא מגע	בקרת אקלים עם 3 איזורים, שקעי USB (מלפנים, שורה שנייה ושניים בשורה שלישית), מראות צד מחוממות, דלתות צד חשמליות, תאורה פנימית לד, Shift By Wire, גימור כרום חיצוניים	--
631	קיה	קרניבל		2022	5	7	263,900	6	6545	שלוש שנים		2020	קדמית	אוטומטית - טיפטרוניק	8	טורבו דיזל	4	2151	201	3800	45.0	1750				10.7	202	--	--	13.5	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	יש	יש	היגוי אקטיבי	היגוי אקטיבי	יש	יש	יש	יש	אין	יש	יש	זיהוי תנועה חוצה בצומת, בלימה משנית לאחר תאונה	515.5	199.5	177.5	309.0	627	2905	2084	0.0	0.0	235/60R18	72				מקורית + שליטה מההגה	יש	אין	יש	12.3	יש	USB	Android Auto + Apple CarPlay	יש	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	עור	יש - לנהג בלבד	אין	אין	LED	יש	אין	יש	אחוריים + קדמיים	אחורית	אין	יש	יש	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש + Auto Hold	אין	אין	רגילים	אין	בקרת אקלים עם 3 איזורים, שקעי USB (מלפנים, שורה שנייה ושניים בשורה שלישית), מראות צד מחוממות, דלתות צד חשמליות	--
632	קיה	קרניבל		2022	5	7	251,900	6	6248	שלוש שנים		2020	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3470	272	6400	33.8	5000				8.5	190	--	--	9.4	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	יש	יש	היגוי אקטיבי	היגוי אקטיבי	יש	יש	יש	יש	אין	יש	יש	זיהוי תנועה חוצה בצומת, בלימה משנית לאחר תאונה	515.5	199.5	177.5	309.0	627	2905	2018	0.0	0.0	235/60R18	72				מקורית + שליטה מההגה	יש	אין	יש	12.3	יש	USB	Android Auto + Apple CarPlay	יש	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	עור	יש - לנהג בלבד	אין	אין	LED	יש	אין	יש	אחוריים + קדמיים	אחורית	אין	יש	יש	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	אין	יש	אין	יש + Auto Hold	אין	אין	רגילים	אין	בקרת אקלים עם 3 איזורים, שקעי USB (מלפנים, שורה שנייה ושניים בשורה שלישית), מראות צד מחוממות, דלתות צד חשמליות	--
633	קיה	קרניבל	Premium	2022	5	7	271,900	6	6744	שלוש שנים		2020	קדמית	אוטומטית - טיפטרוניק	8	בנזין	6	3470	272	6400	33.8	5000				8.5	190	--	--	9.4	--	--	--	--	--	15	אין ציון	ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	יש	יש	היגוי אקטיבי	היגוי אקטיבי	יש	יש	יש	יש	אין	יש	יש	"זיהוי תנועה חוצה בצומת, בלימה משנית לאחר תאונה, הצגת ""שטח מת"" בלוח המחוונים"	515.5	199.5	177.5	309.0	627	2905	2018	0.0	0.0	235/55R19	72				מקורית + שליטה מההגה	יש	אין	יש	12.3	יש	USB	Android Auto + Apple CarPlay	יש	אין	4	בקרת אקלים + פתחי איוורור מאחור	יש	יש	כולל שמירת מרחק	עור	יש  - כוונון מלא	אין	אין	LED	יש	אין	יש	אחוריים + קדמיים	היקפיות + מבט על	אין	יש	יש	אין	כניסה + הנעה	יש	מראות פנים	יש	אין	יש	יש	אין	יש + Auto Hold	אין	אין	רגילים	יש - ללא מגע	בקרת אקלים עם 3 איזורים, שקעי USB (מלפנים, שורה שנייה ושניים בשורה שלישית), מראות צד מחוממות, דלתות צד חשמליות, תאורה פנימית לד, Shift By Wire, גימור כרום חיצוניים	--
634	קיה	סטינגר		2018	5	5	--	7	--	--		2017	קדמית	אוטומטית - טיפטרוניק	8	טורבו בנזין	6	3342	370	6000	51	1300				4.9	270	7.3	12.8	10.1	--	--	--	--	--	15		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	יש	היגוי אקטיבי	התרעה בלבד	יש	אין	יש	יש	אין	אין	אין	--	483.0	187.0	140.4	290.5	406	1158	1855	750	1500	ק' 225/40R19, א' 255/35R19	60				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	גג שמש פנוראמי	יש	כולל שמירת מרחק	עור	יש  + זכרון	מלפנים ומאחור + אוורור	אין	LED	יש	יש	יש	אחוריים + קדמיים	היקפיות + מבט על	אין	יש	אין	יש	כניסה + הנעה	יש	מראות צד + פנים	יש	יש	יש	יש	יש	יש	אין	אין	אדפטיביים	יש - ללא מגע	דיפרנציאל מוגבל החלקה, בקרת שיגור, חלונות אחוריים כהים, הגה מתכוונן חשמלית, מערכת שמע משודרגת מתוצרת Harman Kardon עם 15 רמקולים	--
635	קיה	סטינגר	Line	2019	5	5	--	6	--	--		2017	אחורית	אוטומטית - טיפטרוניק	8	טורבו בנזין	4	1998	256	6200	36	1400				6.0	240	9.4	15.6	12.6	--	--	--	--	--	15		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	יש	היגוי אקטיבי	התרעה בלבד	יש	אין	יש	יש	אין	אין	אין	--	483.0	187.0	140.0	290.5	406	1158	1717	750	1500	225/45R18	60				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	גג שמש פנוראמי	יש	כולל שמירת מרחק	עור	יש  + זכרון	מלפנים	אין	LED	יש	יש	יש	אחוריים + קדמיים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	מראות צד + פנים	יש	יש	יש	יש	יש	יש	אין	אין	רגילים	אין	דיפרנציאל מוגבל החלקה, בקרת שיגור, חלונות אחוריים כהים, הגה מתכוונן חשמלית	--
636	קיה	סטינגר		2019	5	5	--	7	--	--		2017	קדמית	אוטומטית - טיפטרוניק	8	טורבו בנזין	6	3342	370	6000	51	1300				4.9	270	7.3	12.8	10.1	--	--	--	--	--	15		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	יש	היגוי אקטיבי	התרעה בלבד	יש	אין	יש	יש	אין	אין	אין	--	483.0	187.0	140.0	290.5	406	1158	1855	750	1500	ק' 225/40R19 א' 255/35R19	60				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	גג שמש פנוראמי	יש	כולל שמירת מרחק	עור	יש  + זכרון	מלפנים ומאחור + אוורור	אין	LED	יש	יש	יש	אחוריים + קדמיים	היקפיות + מבט על	אין	יש	אין	יש	כניסה + הנעה	יש	מראות צד + פנים	יש	יש	יש	יש	יש	יש	אין	אין	אדפטיביים	יש - ללא מגע	דיפרנציאל מוגבל החלקה, בקרת שיגור, חלונות אחוריים כהים, הגה מתכוונן חשמלית, מערכת שמע משודרגת מתוצרת Harman Kardon עם 15 רמקולים	--
637	קיה	סטינגר	Line	2018	5	5	--	6	--	--		2017	אחורית	אוטומטית - טיפטרוניק	8	טורבו בנזין	4	1998	256	6200	36	1400				6.0	240	9.4	15.6	12.6	--	--	--	--	--	14		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	יש	היגוי אקטיבי	התרעה בלבד	יש	אין	יש	יש	אין	אין	אין	--	483.0	187.0	140.0	290.5	406	1158	1717	750	1500	225/45R18	60				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	גג שמש פנוראמי	יש	כולל שמירת מרחק	עור	יש  + זכרון	מלפנים	אין	LED	יש	יש	יש	אחוריים + קדמיים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	מראות צד + פנים	יש	יש	יש	יש	יש	יש	אין	אין	רגילים	אין	דיפרנציאל מוגבל החלקה, בקרת שיגור, חלונות אחוריים כהים, הגה מתכוונן חשמלית	--
638	קיה	סורנטו		2022	5	7	241,900	6	6000	שלוש שנים	אחודה	2020	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	2497	180	6000	23.7	4000	אין	אין	אין	10.1	190	--	--	11.5	--	--	--	--	--	14		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	יש	יש	היגוי אקטיבי	היגוי אקטיבי	יש	יש	אין	יש	יש	יש	יש	זיהוי תנועה חוצה בצומת, התרעת תחילת תנועה של רכב מוביל	481.0	190.0	170.0	281.5	187	821	1719	750	2000	235/60R18	67	17.6	0.0	0.0	מקורית + שליטה מההגה	יש	אין	יש	10.25	יש	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	גג שמש פנוראמי	יש	כולל שמירת מרחק	עור	אין	אין	אין	LED	יש	יש	יש	אחוריים + קדמיים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	הגה בלבד	אין	אין	יש	אין	יש + Auto Hold	יש	יש	רגילים	אין	4 שקעי USB (שניים בשורה השלישית), מראות צד מחוממות, מסילות גג	--
639	קיה	סורנטו	Urban	2022	5	7	234,900	6	5826	שלוש שנים	אחודה	2020	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	2497	180	6000	23.7	4000	אין	אין	אין	10.1	190	--	--	11.5	--	--	--	--	--	14		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	יש	יש	היגוי אקטיבי	היגוי אקטיבי	יש	יש	אין	יש	יש	יש	יש	זיהוי תנועה חוצה בצומת, התרעת תחילת תנועה של רכב מוביל	481.0	190.0	170.0	281.5	187	821	1719	750	2000	235/60R18	67	17.6	0.0	0.0	מקורית + שליטה מההגה	יש	אין	יש	10.25	יש	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים + פתחי איוורור מאחור	אין	יש	כולל שמירת מרחק	בד	אין	אין	אין	LED	יש	יש	יש	אחוריים + קדמיים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	מראות פנים	הגה בלבד	אין	אין	יש	אין	יש + Auto Hold	יש	יש	רגילים	אין	4 שקעי USB (שניים בשורה השלישית), מראות צד מחוממות, מסילות גג	--
