Unnamed: 0,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ
413,יונדאי,טוסון,ARIZONA,2010.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1645.0,0,0, 215/65R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,1,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,יונדאי,טוסון,ARIZONA,2009.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1645.0,0,0, 215/65R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,1,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,יונדאי,טוסון,ARIZONA,2009.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0, 215/65R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,1,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,יונדאי,טוסון,LUXURY,2008.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,1,1,עור,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,יונדאי,טוסון,LUXURY,2009.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,1,1,עור,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,יונדאי,טוסון,ARIZONA,2008.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0, 215/65R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,1,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,יונדאי,טוסון,LUXURY,2007.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,1,1,עור,0,0,0,רגילים,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,יונדאי,טוסון,TEXAS,2010.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1645.0,0,0, 215/65R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,יונדאי,טוסון,LUXURY,2009.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,183.0,173.0,263.0,644.0,1856.0,1645.0,0,0,235/60R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,1,1,עור,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,יונדאי,טוסון,TEXAS,2008.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1645.0,0,0, 215/65R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,יונדאי,טוסון,,2005.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,25.0,2800.0,16.1,162.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,יונדאי,טוסון,ARIZONA,2010.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0, 215/65R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,1,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,יונדאי,טוסון,LUXURY,2007.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,1,1,ללא,עור,0,0,0,רגילים,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,יונדאי,טוסון,,2006.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,יונדאי,טוסון,LUXURY,2010.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,1,1,עור,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,יונדאי,טוסון,EXECUTIVE,2007.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,יונדאי,טוסון,,2006.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),ידנית,6.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,25.0,2000.0,16.1,162.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,יונדאי,טוסון,,2006.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,25.0,2000.0,16.1,165.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,יונדאי,טוסון,TEXAS,2009.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0, 215/65R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,יונדאי,טוסון,TEXAS,2010.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0, 215/65R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,יונדאי,טוסון,LUXURY,2010.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,183.0,173.0,263.0,644.0,1856.0,1645.0,0,0,235/60R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,1,1,עור,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,יונדאי,טוסון,TEXAS,2008.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0, 215/65R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,יונדאי,טוסון,LUXURY,2008.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,183.0,173.0,263.0,644.0,1856.0,1645.0,0,0,235/60R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,1,1,עור,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,יונדאי,טוסון,EXECUTIVE,2007.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),ידנית,6.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.0,177.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,יונדאי,טוסון,,2005.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,יונדאי,טוסון,,2005.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),ידנית,6.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,25.0,2800.0,16.1,161.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,יונדאי,טוסון,EXECUTIVE,2008.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,יונדאי,טוסון,EXECUTIVE,2007.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,יונדאי,טוסון,EXECUTIVE,2009.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,140.0,4000.0,31.1,1800.0,12.8,176.0,0,0,12.5,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1625.0,0,0,235/60R16,58.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,0,1,אחוריים,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,יונדאי,טוסון,TEXAS,2009.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1645.0,0,0, 215/65R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,יונדאי,טוסון,ARIZONA,2008.0,5.0,5.0,0,5.0,0,0,אחודה,2004.0,כפולה (4X4),אוטומטית,4.0,בנזין,6.0,2656.0,175.0,6000.0,24.6,4000.0,10.5,180.0,0,0,10.0,0,0,0,0,0,0,0,ABS + EBD,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.5,179.5,168.0,263.0,644.0,1856.0,1645.0,0,0, 215/65R16,65.0,מקורית,0,0,0,0,0,0,0,0,0,4.0,מזגן רגיל,1,1,1,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,יונדאי,טוסון,PANORAMIC,2021.0,5.0,5.0,0,5.0,4412.0,0,אחודה,2020.0,קדמית,אוטומטית - רובוטית כפולת מצמדים,7.0,טורבו בנזין,4.0,1598.0,180.0,5500.0,27.0,1500.0,8.8,201.0,0,0,14.5,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,7.0,1,1,1,1,1,1,1,1,0,היגוי אקטיבי,0,0,0,1,1,1,0,1,זיהוי תנועה חוצה בצומת,450.0,186.5,165.0,268.0,515.0,1694.0,1429.0,750.0,1650.0,215/65R17,54.0,מקורית + שליטה מההגה,1,0,1,8.0,1,USB,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,בד,0,0,0,רגילים,0,1,1,אחוריים,אחורית,0,1,1,0,כניסה + הנעה,1,0,1,0,0,1,1,יש + Auto Hold,1,1,רגילים,0,"מסילות גג, חלונות אחוריים כהים, 3 איזורים אקלים, הנעה מרחוק, 2 שקעי USB מלפנים ו-2 מאחור, תאורת לד פנימית",0
445,יונדאי,טוסון,LUXURY,2021.0,5.0,5.0,0,5.0,4536.0,0,אחודה,2020.0,קדמית,אוטומטית - רובוטית כפולת מצמדים,7.0,טורבו בנזין,4.0,1598.0,180.0,5500.0,27.0,1500.0,8.8,201.0,0,0,14.0,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,7.0,1,1,1,1,1,1,1,1,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,1,1,1,זיהוי תנועה חוצה בצומת,450.0,186.5,165.0,268.0,515.0,1694.0,1429.0,750.0,1650.0,235/55R18,54.0,מקורית + שליטה מההגה,1,0,1,8.0,1,USB,Android Auto + Apple CarPlay,1,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,בד,0,0,0,רגילים,0,1,1,אחוריים,אחורית,0,1,1,0,כניסה + הנעה,1,0,1,0,1,1,1,יש + Auto Hold,1,1,רגילים,0,"מסילות גג, חלונות אחוריים כהים, 3 איזורים אקלים, הנעה מרחוק, 2 שקעי USB מלפנים ו-2 מאחור, תאורת לד פנימית, Shift By Wire",0
446,יונדאי,טוסון,PRESTIGE,2021.0,5.0,5.0,0,5.0,4214.0,0,אחודה,2020.0,קדמית,אוטומטית - רובוטית כפולת מצמדים,7.0,טורבו בנזין,4.0,1598.0,180.0,5500.0,27.0,1500.0,8.8,201.0,0,0,14.5,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,7.0,1,1,1,1,1,1,1,1,0,היגוי אקטיבי,התרעה בלבד,1,0,1,1,1,1,1,זיהוי תנועה חוצה בצומת,450.0,186.5,165.0,268.0,515.0,1694.0,1429.0,750.0,1650.0,215/65R17,54.0,מקורית + שליטה מההגה,1,0,1,8.0,1,USB,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,0,1,1,אחוריים,אחורית,0,1,1,0,כניסה + הנעה,1,0,1,0,0,1,1,יש + Auto Hold,1,1,רגילים,0,"מסילות גג, חלונות אחוריים כהים, 3 איזורים אקלים, הנעה מרחוק, 2 שקעי USB מלפנים ו-2 מאחור",0
447,יונדאי,טוסון,PREMIUM,2021.0,5.0,5.0,0,4.0,4016.0,0,אחודה,2020.0,קדמית,אוטומטית - טיפטרוניק,6.0,בנזין,4.0,1999.0,155.0,6200.0,19.6,4000.0,11.1,181.0,0,0,12.2,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,7.0,1,1,1,1,1,1,1,1,0,היגוי אקטיבי,התרעה בלבד,1,0,1,1,1,1,1,0,450.0,186.5,165.0,268.0,515.0,1694.0,1467.0,750.0,1650.0,215/65R17,54.0,מקורית + שליטה מההגה,1,0,1,8.0,1,USB,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,0,0,0,רגילים,0,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,0,1,0,0,1,0,יש + Auto Hold,1,1,רגילים,0,"מסילות גג, חלונות אחוריים כהים, 3 איזורים אקלים, הנעה מרחוק, 2 שקעי USB מלפנים ו-2 מאחור",0
