,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ,hanaa_nm,automatic_ind,delek_cd,n_model
479,ב.מ.וו,סדרה_7,LUXURY,2014,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,13,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,--,--,1920,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
480,ב.מ.וו,סדרה_7,,2009,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,12,5972,544,5250,76.5,1500,4.6,250,--,--,7.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,0.0,0.0,0.0,0.0,--,--,--,0,0,--,--,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
481,ב.מ.וו,סדרה_7,,2010,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,12,5972,544,5250,76.5,1500,4.6,250,--,--,7.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,0.0,0.0,0.0,0.0,--,--,--,0,0,--,--,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
482,ב.מ.וו,סדרה_7,LUXURY,2014,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,8,4395,450,5500,66.3,2000,4.8,250,8.4,15.1,11.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,500,--,2035,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
483,ב.מ.וו,סדרה_7,,2009,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,8,4395,407,5500,61.2,1750,5.2,250,--,--,8.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.2,190.2,147.9,307.0,500,--,2020,0,0,245/50R18,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
484,ב.מ.וו,סדרה_7,,2011,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,326,5800,45.9,1500,6,250,--,--,10,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.2,190.2,147.9,321.0,--,--,1970,0,0,245/50R18,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
485,ב.מ.וו,סדרה_7,LUXURY,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,13,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,--,--,1900,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
486,ב.מ.וו,סדרה_7,LUXURY,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.4,250,8,15.8,11.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,500,--,1840,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
487,ב.מ.וו,סדרה_7,,2010,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.7,245,--,--,10.2,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.2,190.2,147.9,307.0,500,--,1895,0,0,245/55R17,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
488,ב.מ.וו,סדרה_7,LUXURY,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,12,5972,544,5250,76.4,1500,4.6,250,5,11.2,7.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,500,--,2270,0,0,245/50R18 ,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
489,ב.מ.וו,סדרה_7,,2011,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,12,5972,544,5250,76.5,1500,4.6,250,--,--,7.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.2,190.2,147.9,321.0,500,--,2250,0,0,"ק'- 245/45R19, א'- 275/40R19",82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
490,ב.מ.וו,סדרה_7,LUXURY,2012,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,8,4395,450,5500,66.3,2000,4.8,250,8.4,15.1,11.6,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,500,--,2015,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
491,ב.מ.וו,סדרה_7,LUXURY,2015,4,5,--,7,--,--,--,2015,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,2998,326,5200,45.8,1380,5.6,250,10.3,18.2,14.1,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,523.8,190.2,147.9,321.0,515,--,1845,0,0,"ק' 245/45R19 , א' 275/40R19",78,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,--,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,יש,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,"מערכת עיסוי במושבים האחוריים, פנסי לייזר, מערכת שמע משודרגת מתוצרת "" Bowers & Wilkins"", בקרת אקלים עם ניחוחות משתנים לבחירה",2X4,1,1,סדרה_7
492,ב.מ.וו,סדרה_7,,2011,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,8,4395,407,5500,61.2,1750,5.2,250,--,--,8.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.2,190.2,147.9,307.0,500,--,2020,0,0,245/50R18,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
493,ב.מ.וו,סדרה_7,,2009,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.7,245,--,--,10.2,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.2,190.2,147.9,307.0,500,--,1895,0,0,245/55R17,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
494,ב.מ.וו,סדרה_7,LUXURY,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,13,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,--,--,1920,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
495,ב.מ.וו,סדרה_7,,2011,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,8,4395,407,5500,61.2,1750,5.3,250,--,--,8.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.2,190.2,147.9,321.0,500,--,2055,0,0,245/50R18,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
496,ב.מ.וו,סדרה_7,LUXURY,2013,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.5,250,7.9,15.6,11.4,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,500,--,1865,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
497,ב.מ.וו,סדרה_7,LUXURY,2014,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.5,250,7.9,15.6,11.4,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,500,--,1865,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
498,ב.מ.וו,סדרה_7,LUXURY,2012,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,--,--,1900,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
499,ב.מ.וו,סדרה_7,,2009,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,8,4395,407,5500,61.2,1750,5.3,250,--,--,8.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.2,190.2,147.9,321.0,500,--,2055,0,0,245/50R18,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
500,ב.מ.וו,סדרה_7,,2009,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.8,245,--,--,10.2,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.2,190.2,147.9,321.0,500,--,1930,0,0,245/55R17,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
501,ב.מ.וו,סדרה_7,LUXURY,2012,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,320,5800,45.9,1500,5.7,250,9.4,15.8,12.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.9,190.2,148.1,321.0,--,--,1920,0,0,ק' - 245/45R19 א' - 275/40R19,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
502,ב.מ.וו,סדרה_7,LUXURY,2014,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.4,250,8,15.8,11.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.9,190.2,147.1,307.0,500,--,1840,0,0,245/50R18,80,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון עם מנגנון הפניה בסיבוב,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_7
503,ב.מ.וו,סדרה_7,,2009,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,326,5800,45.9,1500,6,250,--,--,10,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.2,190.2,147.9,321.0,--,--,1970,0,0,245/50R18,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
504,ב.מ.וו,סדרה_7,,2009,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,326,5800,45.9,1500,5.9,250,--,--,10.1,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.2,190.2,147.9,307.0,--,--,1935,0,0,245/50R18,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
505,ב.מ.וו,סדרה_7,,2011,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,12,5972,544,5250,76.5,1500,4.6,250,--,--,7.7,--,--,--,--,--,15,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,507.2,190.2,147.9,307.0,500,--,2105,0,0,"ק'- 245/45R19, א'- 275/40R19",82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
506,ב.מ.וו,סדרה_7,,2011,4,5,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,6,2996,258,6600,31.6,2600,7.8,245,--,--,10.2,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,521.2,190.2,147.9,321.0,500,--,1930,0,0,245/55R17,82,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,"מערכת לראיית לילה - 25,000 שקל. חימום למושבים קדמיים - 5,000 שקל. ",2X4,1,1,סדרה_7
