,tozeret_cd,degem_cd,shnat_yitzur,tozar,kinuy_mishari,ramat_gimur,make,model,fieldchassis,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ
1282,143,1321,2006,ב מ וו,750I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1283,143,1451,2006,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1284,143,1451,2006,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1285,143,1451,2006,ב מ וו,550I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1286,143,1141,2007,ב מ וו,750LI,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1287,143,1141,2007,ב מ וו,750LI,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1288,143,1141,2007,ב מ וו,750LI,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1289,143,1142,2007,ב מ וו,750LI,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1290,143,1142,2007,ב מ וו,750LI,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1291,143,1142,2007,ב מ וו,750LI,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1292,143,1321,2007,ב מ וו,750I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1293,143,1321,2007,ב מ וו,750I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1294,143,1321,2007,ב מ וו,750I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1295,143,1322,2007,ב מ וו,750I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1296,143,1322,2007,ב מ וו,750I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1297,143,1322,2007,ב מ וו,750I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1298,143,1451,2007,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1299,143,1451,2007,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1300,143,1451,2007,ב מ וו,550I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1301,143,1452,2007,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1302,143,1452,2007,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1303,143,1452,2007,ב מ וו,550I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1304,143,1751,2007,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1305,143,1751,2007,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1306,143,1751,2007,ב מ וו,550I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1307,143,1142,2008,ב מ וו,750LI,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1308,143,1142,2008,ב מ וו,750LI,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1309,143,1142,2008,ב מ וו,750LI,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1310,143,1322,2008,ב מ וו,750I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1311,143,1322,2008,ב מ וו,750I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1312,143,1322,2008,ב מ וו,750I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1313,143,1751,2008,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,6,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2025,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1314,143,1751,2008,ב מ וו,550I,,ב.מ.וו,סדרה_7,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.9,250,--,--,8.8,--,--,--,--,--,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,1985,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1315,143,1751,2008,ב מ וו,550I,,ב.מ.וו,סדרה_5,--,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,6300,49.9,3400,5.4,250,--,--,9.3,--,--,--,--,--,6,יש,יש,יש,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,484.0,184.5,147.0,289.0,520,--,1735,225/50R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,רגילים,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--
1316,143,1159,2020,ב מ וו,M850I XDRIVE,ELEGANT,ב.מ.וו,סדרה_8_גראן_קופה,--,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,76.4,1800,3.9,250,7.3,12.9,--,--,--,--,--,--,6,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,היגוי אקטיבי,יש,יש,יש,יש,אין,אין,אין,"התרעת תנועה חוצה מלפנים, התרעת פגיעה מאחור, התרעה בפני התנגשות צידית כולל היגוי אקטיבי, מערכת סיוע אקטיבית בתמרוני חירום",508.2,193.2,140.7,302.3,440,--,1995,ק' 245/35R20 א' 275/30R20,68,מקורית + שליטה מההגה,יש,אין,יש,10.2,יש,כונן קשיח + USB+ AUX,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,אין,לייזר,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,יש,כניסה + הנעה,יש,מראות פנים,הגה בלבד,אין,יש,יש,יש,יש + Auto Hold,יש,אין,אדפטיביים,יש - ללא מגע,"גימורי עץ פנימיים, ידית הילוכים קריסטלית, מערכת שמע משודרגת מתוצרת Bowers & Wilkins עם 16 רמקולים, בקרת אקלים עם 4 איזורים, הגה מתכוונן חשמלית, מערכת נסיעה אוטונומית לאחור לטווח של 50 מטרים, סגירת ואקום לדלתות, מפתח עם צג דיגיטלי, דיפרנציאל אחורי מוגבל החלקה, דיפון תקרה אלקנטרה בצבע שחור, היגוי לגלגלים האחוריים, בלמי M-Sport עם קליפר בצבע כחול, חגורות בטיחות M"
1317,143,1264,2020,ב מ וו,M850I XDRIVE,ELEGANT,ב.מ.וו,סדרה_8_גראן_קופה,--,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,76.4,1800,3.9,250,7.3,12.9,--,--,--,--,--,--,6,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,היגוי אקטיבי,יש,יש,יש,יש,אין,אין,אין,"התרעת תנועה חוצה מלפנים, התרעת פגיעה מאחור, התרעה בפני התנגשות צידית כולל היגוי אקטיבי, מערכת סיוע אקטיבית בתמרוני חירום",508.2,193.2,140.7,302.3,440,--,1995,ק' 245/35R20 א' 275/30R20,68,מקורית + שליטה מההגה,יש,אין,יש,10.2,יש,כונן קשיח + USB+ AUX,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,אין,לייזר,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,יש,כניסה + הנעה,יש,מראות פנים,הגה בלבד,אין,יש,יש,יש,יש + Auto Hold,יש,אין,אדפטיביים,יש - ללא מגע,"גימורי עץ פנימיים, ידית הילוכים קריסטלית, מערכת שמע משודרגת מתוצרת Bowers & Wilkins עם 16 רמקולים, בקרת אקלים עם 4 איזורים, הגה מתכוונן חשמלית, מערכת נסיעה אוטונומית לאחור לטווח של 50 מטרים, סגירת ואקום לדלתות, מפתח עם צג דיגיטלי, דיפרנציאל אחורי מוגבל החלקה, דיפון תקרה אלקנטרה בצבע שחור, היגוי לגלגלים האחוריים, בלמי M-Sport עם קליפר בצבע כחול, חגורות בטיחות M"
